"公司代號","公司簡稱","財務結構-負債佔資產比率(%)","財務結構-長期資金佔不動產、廠房及設備比率(%)","償債能力-流動比率(%)","償債能力-速動比率(%)","償債能力-利息保障倍數(%)","經營能力-應收款項週轉率(次)","經營能力-平均收現日數","經營能力-存貨週轉率(次)","經營能力-平均售貨日數","經營能力-不動產、廠房及設備週轉率(次)","經營能力-總資產週轉率(次)","獲利能力-資產報酬率(%)","獲利能力-權益報酬率(%)","獲利能力-稅前純益佔實收資本比率(%)","獲利能力-純益率(%)","獲利能力-每股盈餘(元)","現金流量-現金流量比率(%)","現金流量-現金流量允當比率(%)","現金流量-現金再投<br>資比率(%)"
"1709","和益",35.57,249.41,174.19,70.36,41.41,9.41,38.78,2.43,150.20,2.76,0.85,8.91,13.15,28.13,10.23,2.27,29.07,67.18,2.21
"1710","東聯",59.05,169.15,65.00,45.64,-1.43,17.92,20.36,16.61,21.97,1.50,0.64,-1.59,-5.23,-8.75,-3.58,0.04,-10.48,86.31,-4.20
"1711","永光",32.94,228.21,249.32,101.78,7.31,5.27,69.25,1.84,198.36,1.89,0.65,3.30,4.38,8.83,4.41,0.68,30.81,132.95,2.75
"1712","興農",47.70,186.08,153.91,93.15,33.79,8.07,45.22,4.98,73.29,3.89,1.42,10.49,20.49,50.98,7.18,3.92,35.75,149.09,9.14
"1713","國化",6.00,789.48,1261.05,703.04,8371.26,5.05,72.27,1.94,188.14,1.73,0.21,10.72,11.41,18.85,50.03,1.89,225.06,15.30,-0.57
"1714","和桐",30.46,352.55,289.80,221.15,10.79,7.01,52.06,8.17,44.67,4.39,0.96,3.04,3.94,8.85,2.84,0.37,5.82,328.07,-0.61
"1717","長興",57.83,242.32,205.56,145.19,10.79,2.59,140.92,3.74,97.59,2.89,0.81,4.84,10.53,29.83,5.34,2.15,38.45,87.78,7.19
"1718","中纖",91.03,"NA","NA","NA","NA","NA","NA","NA","NA",0.52,0.02,0.83,3.81,24.35,20.87,-1.01,"NA","NA","NA"
"1720","生達",32.21,221.08,194.09,135.95,66.61,4.77,76.51,2.47,147.77,1.85,0.56,11.09,16.21,78.34,19.72,4.56,42.64,101.43,7.67
"1721","三晃",42.69,198.96,206.75,103.32,5.17,4.43,82.39,2.66,137.21,1.87,0.73,1.81,2.59,3.87,2.04,0.33,27.05,48.58,5.37
"1722","台肥",34.29,575.15,309.10,181.32,79475.51,10.14,35.99,4.66,78.32,1.08,0.18,3.33,5.05,33.63,17.73,2.72,175.94,57.94,3.32
"1723","中碳",27.95,247.95,218.65,155.09,82.01,15.59,23.41,8.10,45.06,2.70,0.91,15.02,21.70,87.72,16.28,7.33,149.51,108.74,11.61
"1725","元禎",40.81,483.75,214.25,207.58,1458.64,7.86,46.43,70.35,5.18,10.66,1.31,3.84,5.96,15.74,2.76,1.39,16.31,111.36,5.43
"1726","永記",16.15,293.82,444.48,283.40,348.90,3.85,94.80,2.77,131.76,2.74,0.80,7.21,8.66,64.18,8.36,5.03,35.19,59.80,0.13
"1727","中華化",44.68,147.36,169.54,125.26,9.43,3.66,99.72,6.44,56.67,1.69,0.84,4.89,8.31,6.00,5.51,1.11,48.61,394.28,7.47
"1730","花仙子",26.14,394.08,335.15,243.10,16731.45,4.76,76.68,2.65,137.73,5.31,1.06,10.63,14.92,54.33,9.97,4.01,63.25,66.92,6.68
"1731","美吾華",21.06,305.52,335.74,260.91,82.35,5.29,68.99,1.82,200.54,1.71,0.49,6.27,8.08,15.67,13.00,1.22,47.33,99.21,-0.31
"1732","毛寶",26.27,253.77,303.74,225.86,45.93,5.79,63.03,3.25,112.30,2.90,0.90,0.80,1.07,2.10,0.88,0.12,19.52,209.75,1.93
"1733","五鼎",27.71,253.78,289.98,157.08,37.97,4.67,78.15,2.44,149.59,2.88,0.87,7.17,10.16,19.97,8.09,1.82,4.66,85.81,-3.59
"1734","杏輝",47.99,151.91,192.16,133.77,9.81,4.47,81.65,2.46,148.37,0.90,0.46,3.01,5.22,14.61,5.75,1.34,29.44,53.35,5.51
"1735","日勝化",55.86,142.04,117.92,67.15,2.61,3.04,120.06,3.35,108.95,2.17,0.83,1.59,2.40,4.34,1.19,0.35,23.69,80.83,9.79
"1736","喬山",75.60,312.82,106.53,54.55,2.98,3.85,94.80,1.62,225.30,7.79,0.91,1.16,2.51,10.00,0.67,1.42,1.58,16.31,1.82
"1737","臺鹽",18.87,198.26,334.10,282.15,118.30,5.13,71.15,5.36,68.09,1.00,0.43,5.16,6.48,26.52,11.83,2.13,62.70,72.21,3.13
"1752","南光",32.74,159.00,157.66,75.87,86.38,5.21,70.05,1.66,219.87,1.18,0.55,10.15,15.14,40.66,18.14,3.49,35.49,98.41,3.95
"1760","寶齡富錦",35.11,145.12,151.83,88.93,44.95,6.97,52.36,2.01,181.59,1.63,0.79,6.23,9.25,38.88,7.60,2.13,53.15,72.97,13.28
"1762","中化生",30.04,201.46,235.92,99.66,61.06,6.04,60.43,1.33,274.43,1.10,0.47,10.59,15.31,75.20,22.01,6.01,119.47,76.40,10.76
"1773","勝一",40.57,136.72,142.72,69.98,680.53,7.48,48.79,4.79,76.20,1.68,0.93,14.94,24.63,89.89,16.09,7.30,81.48,58.31,11.80
"1776","展宇",37.90,388.97,279.37,195.45,6.21,4.17,87.52,3.28,111.28,4.28,0.80,1.41,1.84,4.26,1.45,0.27,19.27,57.02,-1.43
"1783","和康生",10.50,298.24,655.61,594.94,2438.94,5.51,66.24,2.75,132.72,1.36,0.45,10.28,11.44,19.57,23.06,1.65,177.12,284.78,18.03
"1786","科妍",27.99,169.81,687.86,598.45,2787.36,6.61,55.21,2.08,175.48,0.47,0.26,6.74,9.57,26.22,25.43,2.14,139.13,90.13,3.55
"1789","神隆",12.27,289.02,787.00,622.52,5634.69,6.55,55.72,1.20,304.16,0.78,0.26,3.05,3.37,5.54,10.82,0.45,96.35,148.00,2.22
"1795","美時",53.03,775.68,180.91,123.18,11.30,3.86,94.55,2.13,171.36,5.23,0.57,13.11,24.22,150.05,20.64,11.59,63.11,58.78,33.22
"1802","台玻",44.47,145.82,127.48,80.45,1.89,2.98,122.48,2.80,130.35,1.02,0.46,-0.41,-1.50,1.65,-1.88,-0.25,21.45,82.64,1.42
"1805","寶徠",62.59,6397.87,226.90,86.52,-3.87,9.88,36.94,0.48,760.41,28.27,0.25,-5.70,-17.19,-8.89,-27.13,-0.94,21.57,-262.35,12.17
"1806","冠軍",34.63,181.16,252.32,178.51,3.27,3.40,107.35,2.18,167.43,0.99,0.34,-1.82,-3.15,-1.41,-6.26,-0.45,24.58,60.82,-7.59
"1808","潤隆",87.66,7000.23,134.88,23.88,1.37,2.56,142.57,0.05,7300.00,10.59,0.05,1.47,2.46,5.16,6.30,0.35,0.00,0.00,0.00
"1809","中釉",27.74,196.12,214.12,130.71,438.28,4.10,89.02,2.43,150.20,1.43,0.55,0.90,0.94,2.26,1.23,0.38,-4.51,29.18,-1.87
"1810","和成",34.02,195.09,171.35,91.34,5.92,3.86,94.55,2.13,171.36,1.39,0.51,1.86,2.28,8.25,3.16,0.46,4.24,73.31,0.24
"1817","凱撒衛",25.79,228.09,344.67,153.85,50.64,8.15,44.78,2.17,168.20,2.66,0.97,11.05,15.43,52.81,11.06,4.04,82.45,85.11,7.54
"1903","士紙",44.46,420.42,137.82,135.93,8.29,3.19,114.42,3.51,103.98,0.11,0.02,2.20,3.11,8.14,128.31,0.81,11.41,201.71,3.73
"1904","正隆",58.15,140.41,153.16,83.88,5.13,6.31,57.84,4.06,89.90,1.22,0.64,4.52,9.39,28.85,6.17,2.27,29.82,82.41,2.97
"1905","華紙",48.94,180.15,251.22,158.35,4.75,6.18,59.06,4.55,80.21,1.45,0.68,1.89,3.02,4.94,2.28,0.41,7.60,18.82,0.07
"1906","寶隆",33.05,14176.10,19.94,16.63,22.93,39.35,9.27,81.21,4.49,123.74,0.63,5.45,7.27,30.36,9.28,2.82,9.49,89.40,2.29
"1907","永豐餘",50.10,225.39,187.80,122.94,515.91,4.88,74.79,5.81,62.82,1.63,0.58,2.56,4.20,21.60,3.57,1.31,28.10,116.99,3.19
"1909","榮成",66.80,107.87,76.86,47.70,0.45,5.17,70.59,8.89,41.05,1.14,0.73,0.42,-3.59,-6.63,-1.74,-0.71,12.84,78.38,3.69
"2002","中鋼",47.81,139.72,126.39,34.31,10.33,26.38,13.83,2.54,143.70,1.13,0.61,2.91,4.84,14.75,4.29,1.15,14.63,89.39,-2.17
"2006","東和鋼鐵",47.20,160.50,131.19,29.87,18.49,14.82,24.62,2.66,137.21,3.15,1.10,7.72,13.68,72.86,6.69,5.47,30.37,42.31,3.72
"2007","燁興",42.24,192.35,77.71,35.04,-4.41,22.04,16.56,4.67,78.15,1.42,0.55,-4.77,-9.75,-12.89,-10.17,-1.31,39.92,99.79,6.31
"2008","高興昌",61.22,246.17,62.44,37.22,263.69,21.73,16.79,2.51,145.41,1.46,0.30,2.33,3.87,5.95,7.23,0.56,3.52,-7.94,1.70
"2009","第一銅",30.99,442.98,132.56,18.76,1162.35,11.82,30.87,1.48,246.62,2.68,0.39,2.82,3.59,4.84,6.80,0.55,0.00,36.45,0.00
"2010","春源",44.34,240.73,176.51,120.55,8.75,4.40,82.95,3.11,117.36,4.60,1.18,3.17,5.24,12.26,2.51,0.95,32.56,57.85,9.08
"2012","春雨",59.77,335.70,371.61,195.53,9.16,4.54,80.39,2.09,174.64,3.59,0.87,6.01,13.62,29.16,6.00,1.93,68.86,60.15,7.56
"2013","中鋼構",60.68,376.39,137.96,39.18,11.61,15.23,23.96,2.65,137.73,11.37,1.42,3.85,9.18,30.56,2.47,2.39,16.29,111.12,7.36
"2014","中鴻",53.59,255.91,143.12,47.94,-8.07,70.23,5.19,4.01,91.02,4.46,1.20,-2.39,-5.00,-8.25,-2.22,-0.69,0.24,53.50,-7.53
"2015","豐興",15.08,238.43,345.71,155.45,186.99,19.56,18.66,5.06,72.13,4.23,1.50,11.76,14.01,65.00,7.96,5.28,118.82,63.52,3.55
"2017","官田鋼",45.86,218.94,108.18,41.18,5.01,13.99,26.09,1.40,260.71,1.00,0.32,3.28,4.96,9.60,8.31,0.69,37.08,54.14,9.00
"2020","美亞",56.59,405.30,124.69,58.32,6.97,12.09,30.19,2.72,134.19,6.55,0.85,4.02,7.81,15.23,4.03,1.20,34.77,59.41,9.16
"2022","聚亨",23.87,209.19,224.47,100.96,0.44,13.82,26.41,3.63,100.55,3.15,1.11,-0.18,-1.07,-0.77,-0.71,-0.25,44.13,95.45,7.11
"2023","燁輝",64.80,147.94,108.58,59.58,1.62,26.60,13.72,6.22,58.68,1.81,0.89,1.99,1.59,5.25,0.62,0.41,7.45,50.90,1.94
"2024","志聯",46.00,119.00,118.00,37.00,5.33,7.27,50.20,1.63,223.92,1.12,0.53,2.75,3.87,6.05,4.04,0.48,-26.00,49.00,-22.00
"2025","千興",3.26,375.58,2172.19,1328.78,110.96,"NA","NA",4.68,77.99,2.80,0.71,45.34,72.09,28.81,63.42,2.78,384.37,"NA",3.00
"2027","大成鋼",49.54,531.81,287.75,64.34,16.78,14.85,24.57,1.36,268.38,6.60,0.89,12.03,22.44,94.58,12.61,6.23,11.89,31.55,0.74
"2028","威致",47.69,174.53,181.80,70.90,2079.43,11.48,31.79,3.96,92.17,3.91,1.55,9.32,16.63,28.49,5.72,2.30,47.94,69.00,10.80
"2029","盛餘",7.99,427.98,975.94,695.58,146.50,15.78,23.13,4.45,82.02,5.45,1.14,4.46,5.02,20.09,3.87,1.57,186.54,82.78,2.97
"2030","彰源",57.25,162.80,155.98,53.65,8.94,11.29,32.32,2.57,142.02,3.58,1.22,6.34,14.56,36.75,4.56,2.64,55.77,50.19,19.41
"2031","新光鋼",58.77,187.75,135.08,78.80,4.00,3.75,97.33,2.59,140.92,4.22,0.68,2.36,3.85,20.55,2.43,1.23,13.73,19.71,0.42
"2032","新鋼",11.42,343.71,1753.52,1306.99,92.11,4.83,75.56,8.41,43.40,6.12,1.62,1.86,2.17,3.52,1.14,0.29,387.30,69.17,4.33
"2033","佳大",21.59,217.02,204.77,104.48,-2.96,3.78,96.56,3.03,120.46,1.71,0.62,-0.74,-1.22,-1.80,-1.57,-0.16,4.79,19.86,-0.23
"2034","允強",47.02,217.68,140.33,37.09,941.53,14.37,25.40,2.41,151.45,3.10,0.86,3.01,5.23,15.39,3.07,1.16,23.94,107.91,5.59
"2038","海光",58.00,122.99,109.22,40.88,4.74,10.14,35.99,5.27,69.25,2.63,1.20,2.57,4.68,13.13,1.66,1.16,1.24,21.84,-2.25
"2049","上銀",32.94,154.38,215.92,119.41,32.13,7.66,47.65,1.93,189.11,1.07,0.57,8.66,13.18,164.45,14.71,12.98,64.58,85.62,10.63
"2059","川湖",18.70,548.12,786.61,738.28,501.27,4.38,83.33,3.61,101.10,2.63,0.40,23.44,28.72,532.36,52.01,42.56,199.61,166.91,15.38
"2062","橋椿",40.51,168.46,243.72,135.08,1522.62,2.81,129.89,3.15,115.87,1.28,0.62,5.96,10.65,47.81,8.95,3.68,113.04,97.51,14.78
"2069","運錩",53.86,117.08,111.46,32.37,2.62,13.74,26.56,3.66,99.72,3.29,1.39,3.09,4.56,14.63,1.36,1.16,57.58,7.65,25.03
"2101","南港",72.37,263.75,147.52,36.26,-7.45,4.77,76.51,0.40,912.50,0.92,0.20,-2.47,-9.49,-12.84,-13.81,-1.23,-17.87,43.40,0.00
"2102","泰豐",60.26,156.81,253.65,82.37,-1613.29,4.14,88.16,2.23,163.67,0.27,0.14,-11.98,-29.20,-28.61,-83.94,-2.95,-3.62,44.68,-0.38
"2103","台橡",43.32,253.13,163.51,93.67,18.49,7.82,46.67,4.32,84.49,3.36,0.98,6.52,10.39,37.16,6.27,2.16,19.81,80.24,0.02
"2104","國際中橡",39.11,235.16,214.71,188.12,3.96,4.60,79.34,6.72,54.31,1.29,0.40,1.52,1.87,14.95,2.83,0.70,5.86,81.11,0.94
"2105","正新",42.15,149.84,197.27,121.67,984.00,7.83,46.61,3.72,98.11,1.26,0.67,3.80,6.02,21.51,5.06,1.53,50.14,137.54,4.24
"2106","建大",58.41,204.48,220.52,108.27,2.95,9.08,40.19,2.65,137.73,2.36,0.83,1.35,1.77,7.82,0.88,0.37,13.02,44.18,1.11
"2107","厚生",13.78,1526.52,582.08,389.52,95.47,12.88,28.33,0.48,760.41,2.42,0.14,5.35,5.98,24.61,36.74,2.09,-1.30,221.93,-3.24
"2108","南帝",11.93,566.86,819.09,699.04,825.21,8.85,41.24,5.96,61.24,4.13,0.61,7.22,8.58,45.47,11.79,2.42,19.49,166.07,-14.14
"2109","華豐",40.75,191.85,227.68,161.00,11.97,6.47,56.41,3.40,107.35,1.61,0.66,5.97,9.61,15.91,8.21,1.05,54.33,115.62,5.42
"2114","鑫永銓",15.85,252.13,567.36,499.00,2047.68,8.84,41.28,3.57,102.24,1.56,0.50,10.81,12.75,66.13,21.23,5.03,218.77,102.16,6.36
"2115","六暉-KY",37.58,180.51,275.44,209.04,13.84,4.14,88.16,3.54,103.10,1.41,0.61,4.87,7.57,35.25,7.46,2.28,81.60,58.29,10.32
"2201","裕隆",79.88,274.67,106.79,102.36,3.90,0.42,869.04,4.75,76.84,2.07,0.23,-0.24,-1.66,13.80,-1.54,-4.80,-11.82,-316.85,-26.34
"2204","中華",25.66,659.78,231.09,153.73,-88805.78,12.45,29.31,6.06,60.23,4.76,0.57,-14.72,-18.46,-128.41,-25.73,-14.22,23.46,57.69,-1.93
"2206","三陽工業",64.53,265.12,140.28,88.00,15.59,16.40,22.25,4.91,74.33,3.85,0.98,7.07,18.56,50.78,6.76,3.93,9.93,48.43,1.72
"2207","和泰車",82.89,173.36,95.97,88.61,-69.96,0.80,456.25,14.09,25.90,3.42,0.52,-4.12,-19.20,-267.95,-8.07,-35.69,0.00,26.94,-9.15
"2208","台船",78.95,184.53,118.72,17.06,-13.63,10.90,33.48,5.93,61.55,1.69,0.48,-7.42,-30.75,-38.01,-16.13,-3.78,0.00,13.04,0.00
"2211","長榮鋼",22.14,828.48,334.69,250.22,417.77,7.50,48.66,2.71,134.68,3.46,0.35,9.34,12.11,82.69,27.01,6.22,56.74,45.36,1.71
"2227","裕日車",21.58,1804.08,241.92,238.29,314.15,60.07,6.07,"NA","NA",16.02,0.96,9.84,12.61,100.85,10.21,8.04,-88.98,-3.31,-18.77
"2228","劍麟",31.88,257.06,283.79,204.89,73.17,4.44,82.20,3.27,111.62,2.36,0.76,7.96,11.37,79.92,10.35,5.97,13.90,55.81,0.76
"2231","為升",46.86,348.71,233.17,169.05,16.47,2.31,158.00,1.67,218.56,1.99,0.41,5.19,9.53,47.32,11.83,4.70,48.20,65.31,15.63
"2233","宇隆",30.80,258.95,277.72,185.81,105.45,5.29,68.99,2.59,140.92,2.15,0.67,12.50,18.63,128.51,18.31,10.32,75.91,90.74,8.31
"2236","百達-KY",44.03,616.41,280.94,175.88,12.08,3.35,108.95,2.05,178.04,5.79,0.68,3.80,6.05,26.62,5.04,1.64,-2.91,170.66,-8.71
"2239","英利-KY",58.04,181.47,126.04,79.42,2.56,3.79,96.30,3.42,106.72,2.09,0.67,0.94,1.30,21.97,0.86,1.17,6.52,74.85,2.73
"2241","艾姆勒",50.90,143.14,213.70,135.67,-11.65,1.92,190.10,2.08,175.48,0.50,0.29,-7.06,-14.53,-25.18,-30.74,-2.46,-2.45,-5.31,-0.42
"2243","宏旭-KY",85.43,153.48,101.65,34.69,0.75,2.32,157.32,0.82,445.12,2.85,0.46,0.75,-5.83,-3.66,-1.69,-0.65,1.84,89.32,3.34
"2247","汎德永業",45.80,307.58,197.32,138.55,50.49,112.65,3.24,11.31,32.27,9.00,2.08,7.12,12.32,229.58,3.35,18.28,73.68,105.78,30.24
"2250","IKKA-KY",53.31,284.31,186.26,137.92,23.49,3.89,93.83,5.36,68.09,4.43,0.99,3.44,7.17,66.03,3.27,3.54,16.37,158.83,2.29
"2254","巨鎧精密-創",63.63,105.03,82.38,59.91,11.83,37.90,9.63,5.04,72.42,0.64,0.43,7.57,21.12,30.83,16.01,2.46,4.79,70.41,-0.75
"2258","鴻華先進-創",6.85,1330.46,645.62,551.67,"NA",21.59,16.90,1.41,258.86,0.28,0.02,-9.30,-9.77,-10.15,-458.41,-0.87,"NA","NA","NA"
"2301","光寶科",58.96,461.25,147.57,120.84,25.03,4.25,85.88,4.37,83.52,9.14,0.91,7.71,18.41,75.52,8.18,6.19,22.40,111.82,12.72
"2302","麗正",14.16,386.95,264.52,192.01,206.09,5.16,70.73,3.36,108.63,1.73,0.41,8.23,9.66,12.31,20.07,1.06,144.50,211.09,14.06
"2303","聯電",37.07,219.51,232.46,200.58,60.37,7.72,47.27,5.66,64.48,1.85,0.56,17.93,28.31,84.19,31.58,7.09,134.35,139.90,8.32
"2305","全友",24.24,614.56,432.26,350.71,795.00,10.84,33.67,1.89,193.12,1.27,0.19,0.81,0.85,1.58,3.39,0.06,17.88,12.17,1.79
"2308","台達電",47.08,304.04,192.34,126.32,8161.27,4.84,75.41,3.28,111.28,4.72,0.97,8.38,19.13,177.34,8.50,12.58,37.22,79.09,10.28
"2312","金寶",77.51,192.06,116.66,78.34,2.05,5.30,68.86,5.72,63.81,7.01,1.55,1.88,3.52,10.94,0.53,0.69,-5.12,2.91,-5.17
"2313","華通",51.49,159.62,186.13,139.97,2835.15,4.75,76.84,6.32,57.75,2.21,1.00,11.01,22.51,85.04,10.46,6.71,60.04,100.91,11.92
"2314","台揚",68.24,489.13,135.37,62.95,-9.96,4.29,85.08,1.65,221.21,7.28,0.68,-6.69,-24.08,-19.58,-10.85,-2.06,-11.41,23.75,-12.56
"2316","楠梓電",38.66,403.66,190.91,145.74,14.63,3.88,94.07,3.96,92.17,2.06,0.38,4.01,6.49,35.47,9.94,2.81,33.00,25.53,3.51
"2317","鴻海",60.07,555.81,151.41,106.02,6.46,5.81,62.82,7.52,48.53,19.71,1.65,4.44,9.37,135.26,2.28,10.21,5.19,43.11,1.44
"2321","東訊",74.91,997.71,102.47,82.21,270.42,4.88,74.79,2.89,126.29,10.99,0.51,2.63,6.84,13.57,3.22,0.66,8.43,170.32,9.70
"2323","中環",27.82,453.49,357.40,262.28,-13.82,4.73,77.16,1.62,225.30,1.68,0.32,-4.35,-6.13,-8.60,-14.08,-0.95,"NA",-73.40,-0.37
"2324","仁寶",71.90,524.50,129.21,91.61,4.30,4.46,81.83,9.12,40.02,38.47,2.17,2.25,6.86,24.33,0.80,1.67,19.39,81.74,27.65
"2327","國巨",56.15,304.44,117.69,87.24,25.72,5.43,67.21,2.62,139.31,2.19,0.47,9.11,20.61,738.93,18.80,44.22,34.78,114.56,14.56
"2328","廣宇",41.86,549.76,189.24,149.72,50.88,3.75,97.33,5.05,72.27,10.85,1.06,6.43,10.85,39.67,5.97,2.55,12.50,78.92,3.82
"2329","華泰",42.46,234.88,202.27,161.15,69.25,4.87,74.94,7.14,51.12,2.92,0.91,8.65,15.47,24.04,9.33,2.02,59.09,160.71,6.68
"2330","台積電",40.37,149.25,217.42,193.65,80.18,10.52,34.69,4.42,82.57,0.97,0.52,23.64,39.76,441.25,44.92,39.20,170.57,101.82,17.25
"2331","精英",50.67,536.71,156.61,126.27,32.94,5.37,67.97,6.97,52.36,12.80,1.32,3.80,7.92,21.20,2.78,1.57,46.61,96.07,30.19
"2332","友訊",38.00,976.84,224.17,138.10,27.03,4.86,75.10,2.90,125.86,17.48,1.14,1.81,1.18,7.63,0.64,0.18,3.90,17.28,-0.07
"2337","旺宏",37.29,177.03,238.45,149.02,50.16,7.63,47.83,1.74,209.77,1.24,0.54,11.38,18.06,55.46,20.63,4.85,69.99,87.17,4.98
"2338","光罩",75.22,185.48,84.59,74.45,4.79,5.56,65.64,13.85,26.35,1.54,0.46,3.46,9.58,26.27,5.76,3.37,20.24,6.30,9.09
"2340","台亞",19.38,339.08,349.94,263.45,40.08,4.32,84.49,2.63,138.78,1.70,0.40,3.23,3.96,10.19,7.96,0.82,98.79,109.49,1.07
"2342","茂矽",35.73,712.92,346.10,310.73,68.31,6.27,58.21,4.31,84.68,4.82,0.53,13.85,22.05,35.53,25.76,3.53,60.86,131.74,2.26
"2344","華邦電",44.21,166.71,246.74,164.77,191.21,8.58,42.54,2.75,132.72,1.22,0.56,8.94,15.54,45.34,15.85,3.25,56.50,70.94,3.31
"2345","智邦",55.65,1276.51,194.19,133.28,151.98,6.58,55.47,4.66,78.32,46.91,1.90,20.28,45.39,183.45,10.58,14.64,45.08,37.82,22.62
"2347","聯強",66.17,981.41,154.47,102.91,1512.16,5.14,71.01,7.64,47.77,43.94,2.01,7.99,23.13,121.56,3.71,9.44,-12.23,-18.58,-26.59
"2348","海悅",74.82,43127.34,292.99,85.77,10.10,3.80,96.05,0.22,1659.09,106.58,0.21,4.19,17.12,87.47,17.67,7.88,-18.38,-53.53,-13.09
"2349","錸德",45.95,186.65,202.37,154.06,1.14,4.25,85.88,3.18,114.77,0.93,0.40,0.26,-0.64,0.30,-0.88,-0.22,16.67,86.12,2.10
"2351","順德",45.95,183.79,214.43,98.26,16.54,5.02,72.70,2.43,150.20,2.31,0.90,8.15,14.79,69.72,8.53,5.16,58.97,79.57,8.25
"2352","佳世達",64.87,297.87,142.80,89.69,14.89,6.56,55.64,4.37,83.52,6.90,1.26,6.33,16.52,84.52,4.62,4.20,-1.41,49.73,-4.52
"2353","宏碁",62.74,2082.31,147.36,100.94,41.65,4.77,76.51,4.87,74.94,65.93,1.36,2.85,8.21,25.83,2.03,1.67,5.96,88.44,-1.17
"2354","鴻準",31.71,2465.96,231.09,219.46,100.58,3.99,91.47,15.25,23.93,20.58,0.55,2.68,3.91,46.58,4.64,3.02,19.38,98.31,5.57
"2355","敬鵬",29.79,235.86,245.26,174.99,27.21,4.34,84.10,3.89,93.83,2.49,0.76,2.24,3.18,18.68,2.81,1.25,36.15,144.17,6.55
"2356","英業達",74.89,250.60,121.92,89.07,3.36,5.60,65.17,8.83,41.33,17.36,2.31,3.52,10.52,20.01,1.12,1.71,14.18,26.32,0.16
"2357","華碩",51.85,1274.59,144.69,75.34,29.35,5.68,64.26,2.57,142.02,27.61,1.10,3.57,7.11,291.02,3.13,19.78,-7.06,25.31,-17.92
"2358","廷鑫",49.54,361.57,326.95,119.01,0.94,3.17,115.14,1.13,323.00,2.60,0.53,1.03,-0.19,-0.25,-0.17,0.01,-10.58,-62.94,-1.75
"2359","所羅門",36.95,1243.13,177.77,118.59,3793.36,6.27,58.21,3.17,115.14,11.98,0.64,5.99,9.24,38.25,9.07,2.67,35.49,95.05,14.65
"2360","致茂",35.34,349.73,191.39,137.28,117.97,4.13,88.37,2.28,160.08,3.37,0.70,16.25,25.61,151.42,23.14,12.14,57.05,69.15,9.70
"2362","藍天",55.62,1937.59,105.82,80.20,2.20,7.26,50.27,3.75,97.33,6.77,0.24,1.53,1.98,14.10,3.71,1.41,19.82,85.73,18.47
"2363","矽統",0.70,2073.28,1683.19,1563.87,2326.93,9.40,38.82,0.77,474.02,0.24,0.00,2.38,2.40,6.91,254.60,0.65,-431.91,-127.63,-5.85
"2364","倫飛",71.83,126.07,72.11,39.51,7.86,11.56,31.57,2.72,134.19,3.39,0.82,7.59,25.36,31.65,8.30,3.21,12.86,169.83,8.63
"2365","昆盈",14.80,504.88,851.64,708.75,10.50,11.77,31.01,2.57,142.02,1.56,0.29,1.67,1.86,2.45,5.34,0.25,149.87,149.85,7.78
"2367","燿華",54.16,124.43,103.97,67.80,347.00,4.12,88.59,5.98,61.03,1.36,0.75,2.39,4.09,6.50,2.37,0.65,13.77,80.44,3.56
"2368","金像電",52.32,288.89,191.68,140.93,70.97,3.30,110.60,4.61,79.17,5.48,1.19,16.87,35.51,129.89,13.93,8.86,37.48,126.82,9.60
"2369","菱生",32.04,165.93,232.55,175.87,7.82,4.40,82.95,7.71,47.34,1.45,0.68,2.40,3.33,4.13,3.34,0.56,67.91,88.82,5.60
"2371","大同",51.41,369.44,204.14,127.79,5.04,5.14,71.01,1.62,225.30,1.12,0.28,7.07,16.01,30.94,20.93,4.02,2.14,-30.35,0.53
"2373","震旦行",51.36,457.55,182.68,145.26,26.15,8.45,43.19,3.66,99.72,4.74,0.69,8.10,15.96,76.64,11.30,5.82,14.23,60.24,-4.57
"2374","佳能",25.02,212.74,219.35,175.83,38.27,6.46,56.50,3.23,113.00,1.68,0.60,2.00,2.62,7.16,3.28,0.48,14.35,-14.59,0.18
"2375","凱美",53.35,394.51,139.04,119.65,9.83,2.72,134.19,2.75,132.72,2.32,0.31,3.63,7.07,72.83,10.46,4.97,14.42,106.87,10.34
"2376","技嘉",43.46,739.73,203.23,117.93,1477.01,8.60,42.44,3.55,102.81,23.44,1.62,9.86,17.81,132.86,6.10,10.29,21.56,67.89,-4.70
"2377","微星",44.28,891.19,208.81,125.09,32224.29,7.39,49.39,4.49,81.29,32.12,1.91,10.59,20.87,145.39,5.52,11.79,41.55,93.12,12.16
"2379","瑞昱",58.87,676.96,152.67,110.98,79.82,7.93,46.02,2.36,154.66,16.13,1.04,15.27,37.80,329.94,14.49,31.62,30.47,108.18,10.16
"2380","虹光",59.68,305.41,137.93,83.26,17.93,4.59,79.52,2.20,165.90,5.90,1.02,-0.37,-3.34,-2.17,-1.29,-0.17,-20.52,-144.07,-10.46
"2382","廣達",78.37,290.83,116.65,80.37,10.33,4.66,78.32,5.73,63.69,20.25,1.57,4.33,17.25,80.75,2.32,7.51,1.82,59.07,"NA"
"2383","台光電",49.12,188.17,168.65,141.78,40.44,3.10,117.74,5.97,61.13,3.34,0.97,12.70,24.26,189.12,13.13,15.24,47.58,73.62,12.18
"2385","群光",51.37,273.50,142.31,95.81,78.30,4.26,85.68,4.23,86.28,7.54,1.36,10.69,23.01,148.93,7.79,10.26,37.15,104.22,17.55
